Accession,Entry,Description,CON 1,CON 2,CON 3,CON 4,CON 5,CON 6,HCM 1,HCM 2,HCM 3,HCM 4,HCM 5,HCM 6,HCM 7,HCM 8,HCM 9,HCM 10,HCM 11,CONTROL,CV,% proteome,HCM,CV,% proteome,HCM to CONTROL ratio (%),Tissue,Ome,Species
RED_HUMAN,Q13123,Protein Red OS Homo sapiens GN IK PE 1 SV 3,0,0,0,1.339,1.3413,5.1501,0,0,0,0,0,0,0,4.9004,0,0,0,1.305066667,139.5334407,#DIV/0!,0.445490909,316.227766,#DIV/0!,34.13549058,HEART,PROT,HUMAN
RFC3_HUMAN,P40938,Replication factor C subunit 3 OS Homo sapiens GN RFC3 PE 1 SV 2,0,0,0,0,0,0,0,1.7091,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.155372727,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RG9D2_HUMAN,Q8TBZ6,RNA guanine 9 methyltransferase domain containing protein 2 OS Homo sapiens GN RG9MTD2 PE 2 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8954,0,0,#DIV/0!,#DIV/0!,0.263218182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RGS20_HUMAN,O76081,Regulator of G protein signaling 20 OS Homo sapiens GN RGS20 PE 1 SV 4,0,0,0,0,0,0,0,8.3892,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.762654545,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RGS4_HUMAN,P49798,Regulator of G protein signaling 4 OS Homo sapiens GN RGS4 PE 1 SV 1,0,0,0,0,0,0,6.0381,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.548918182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RGS5_HUMAN,O15539,Regulator of G protein signaling 5 OS Homo sapiens GN RGS5 PE 1 SV 1,0,0,0,0,3.0109,0,0,0,0,0,0,0,0,0,0,0,0,0.501816667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RHBD1_HUMAN,Q8TEB9,Rhomboid domain containing protein 1 OS Homo sapiens GN RHBDD1 PE 2 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,5.1004,0,0,0,0,0,#DIV/0!,#DIV/0!,0.463672727,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RHBL3_HUMAN,P58872,Rhomboid related protein 3 OS Homo sapiens GN RHBDL3 PE 2 SV 1,3.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RHG25_HUMAN,P42331,Rho GTPase activating protein 25 OS Homo sapiens GN ARHGAP25 PE 1 SV 2,0,0,14.8158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4693,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RHOV_HUMAN,Q96L33,Rho related GTP binding protein RhoV OS Homo sapiens GN RHOV PE 2 SV 1,0,0,0,0,2.3796,0,0,0,0,0,0,0,0,0,0,0,0,0.3966,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RIMS3_HUMAN,Q9UJD0,Regulating synaptic membrane exocytosis protein 3 OS Homo sapiens GN RIMS3 PE 1 SV 1,0,0,0,0,0,0,0,0,0.6291,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.057190909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RIMS4_HUMAN,Q9H426,Regulating synaptic membrane exocytosis protein 4 OS Homo sapiens GN RIMS4 PE 1 SV 3,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9082,0,0,0,0,#DIV/0!,#DIV/0!,0.628018182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RINI_HUMAN,P13489,Ribonuclease inhibitor OS Homo sapiens GN RNH1 PE 1 SV 2,9.0071,5.1088,0,122.4359,5.1466,13.9798,12.2405,0,3.9583,0,0,4.8745,0,9.6765,0,0,0,25.94636667,167.1130557,#DIV/0!,2.795436364,151.3612476,#DIV/0!,10.77390295,HEART,PROT,HUMAN
RL30_HUMAN,P62888,60S ribosomal protein L30 OS Homo sapiens GN RPL30 PE 1 SV 2,0,5.0083,2.9028,0,0,6.7588,0,0,0,0,6.8329,0,0,0,0,0,0,2.444983333,109.9025829,#DIV/0!,0.621172727,316.227766,#DIV/0!,25.4060107,HEART,PROT,HUMAN
RL35A_HUMAN,P18077,60S ribosomal protein L35a OS Homo sapiens GN RPL35A PE 1 SV 2,0,0,0,0,5.1496,0,0,0,0,0,0,0,0,0,0,0,0,0.858266667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RL5_HUMAN,P46777,60S ribosomal protein L5 OS Homo sapiens GN RPL5 PE 1 SV 3,0,0,0,8.4072,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4012,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RL6_HUMAN,Q02878,60S ribosomal protein L6 OS Homo sapiens GN RPL6 PE 1 SV 3,0,0,0,2.307,0,0,0,0,0,0,0,0,0,0,0,1.2689,0,0.3845,223.6067977,#DIV/0!,0.115354545,316.227766,#DIV/0!,30.00118217,HEART,PROT,HUMAN
RLA0L_HUMAN,Q8NHW5,60S acidic ribosomal protein P0 like OS Homo sapiens GN RPLP0P6 PE 5 SV 1,11.8376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.972933333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RLA2_HUMAN,P05387,60S acidic ribosomal protein P2 OS Homo sapiens GN RPLP2 PE 1 SV 1,0,0,0,0,0,0,0,18.22,0,12.5005,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,2.792772727,216.5789374,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RM11_HUMAN,Q9Y3B7,39S ribosomal protein L11 mitochondrial OS Homo sapiens GN MRPL11 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,95.3154,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,8.665036364,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RM50_HUMAN,Q8N5N7,39S ribosomal protein L50 mitochondrial OS Homo sapiens GN MRPL50 PE 1 SV 2,0,0,0,0,0,0,0,7.43,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.675454545,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RMD1_HUMAN,Q96DB5,Regulator of microtubule dynamics protein 1 OS Homo sapiens GN FAM82B PE 1 SV 1,0,0,0,0,2.6523,0,0,0,0,0,0,0,0,0,0,0,0,0.44205,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RNAS8_HUMAN,Q8TDE3,Ribonuclease 8 OS Homo sapiens GN RNASE8 PE 1 SV 1,0,0,0,0,4.9869,0,0,0,0,0,0,0,0,0,0,0,0,0.83115,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RNF8_HUMAN,O76064,E3 ubiquitin protein ligase RNF8 OS Homo sapiens GN RNF8 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5786,0,0,0,#DIV/0!,#DIV/0!,0.688963636,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
ROA2_HUMAN,P22626,Heterogeneous nuclear ribonucleoproteins A2 B1 OS Homo sapiens GN HNRNPA2B1 PE 1 SV 2,0,16.9322,29.0798,0,0,0,24.0114,32.7442,0,0,0,0,0,0,20.2618,0,0,7.668666667,148.6305107,#DIV/0!,7.001581818,167.8932061,#DIV/0!,91.30116254,HEART,PROT,HUMAN
ROA3_HUMAN,P51991,Heterogeneous nuclear ribonucleoprotein A3 OS Homo sapiens GN HNRNPA3 PE 1 SV 2,0,0,1.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3185,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
ROGDI_HUMAN,Q9GZN7,Protein rogdi homolog OS Homo sapiens GN ROGDI PE 2 SV 1,0,10.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.811,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RP3A_HUMAN,Q9Y2J0,Rabphilin 3A OS Homo sapiens GN RPH3A PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3722,0,0,0,#DIV/0!,#DIV/0!,0.488381818,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RPB2_HUMAN,P30876,DNA directed RNA polymerase II subunit RPB2 OS Homo sapiens GN POLR2B PE 1 SV 1,0,0,0,0,5.2273,0,0,0,0,0,0,0,0,0,0,0,0,0.871216667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RPC8_HUMAN,Q9Y535,DNA directed RNA polymerase III subunit RPC8 OS Homo sapiens GN POLR3H PE 1 SV 1,0,0,19.7348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.289133333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RPKL1_HUMAN,Q9Y6S9,Ribosomal protein S6 kinase like 1 OS Homo sapiens GN RPS6KL1 PE 2 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.143,0,#DIV/0!,#DIV/0!,0.467545455,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RPP25_HUMAN,Q9BUL9,Ribonuclease P protein subunit p25 OS Homo sapiens GN RPP25 PE 1 SV 1,0,1.0196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169933333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RPR1B_HUMAN,Q9NQG5,Regulation of nuclear pre mRNA domain containing protein 1B OS Homo sapiens GN RPRD1B PE 1 SV 1,0,2.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403166667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RS13_HUMAN,P62277,40S ribosomal protein S13 OS Homo sapiens GN RPS13 PE 1 SV 2,0,0,0,4.6665,7.9989,4.5828,0,1.4927,0,0,0,1.078,0,0,0,0,0,2.8747,107.3849914,#DIV/0!,0.2337,215.4792126,#DIV/0!,8.129543952,HEART,PROT,HUMAN
RS28_HUMAN,P62857,40S ribosomal protein S28 OS Homo sapiens GN RPS28 PE 1 SV 1,8.2315,0,22.9647,10.9392,12.4915,7.1813,23.3649,0,0,17.8876,1.2214,0,13.0219,2.0313,0,0,0,10.30136667,66.98619233,#DIV/0!,5.229736364,156.8572477,#DIV/0!,50.76740332,HEART,PROT,HUMAN
RS3A_HUMAN,P61247,40S ribosomal protein S3a OS Homo sapiens GN RPS3A PE 1 SV 2,2.0473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341216667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RS5_HUMAN,P46782,40S ribosomal protein S5 OS Homo sapiens GN RPS5 PE 1 SV 4,0,0,0,0,16.6209,0,0,0,0,0,0,0,0,0,0,0,0,2.77015,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RS7_HUMAN,P62081,40S ribosomal protein S7 OS Homo sapiens GN RPS7 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,1.6546,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.150418182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RSSA_HUMAN,P08865,40S ribosomal protein SA OS Homo sapiens GN RPSA PE 1 SV 4,5.0396,5.8092,0,3.7102,14.1556,0,0,7.9532,0,0,0,11.9236,0,0,0,0,0,4.785766667,99.4337895,#DIV/0!,1.806981818,217.2429829,#DIV/0!,37.75741577,HEART,PROT,HUMAN
RT36_HUMAN,P82909,28S ribosomal protein S36 mitochondrial OS Homo sapiens GN MRPS36 PE 1 SV 2,0,0,0,10.1867,10.776,15.8518,0,6.2826,8.4475,11.3242,0,0,0,0,0,22.6012,8.8654,6.13575,104.2060956,#DIV/0!,5.229172727,132.4526909,#DIV/0!,85.22467062,HEART,PROT,HUMAN
RU17_HUMAN,P08621,U1 small nuclear ribonucleoprotein 70 kDa OS Homo sapiens GN SNRNP70 PE 1 SV 2,0,0,0,0,0,0,0,0,8.8473,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.8043,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RUNX2_HUMAN,Q13950,Runt related transcription factor 2 OS Homo sapiens GN RUNX2 PE 1 SV 2,0,0,0,0,0,3.5038,0,0,0,0,0,0,0,0,0,0,0,0.583966667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RWD2A_HUMAN,Q9UIY3,RWD domain containing protein 2A OS Homo sapiens GN RWDD2A PE 1 SV 1,0,0.7276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121266667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
S10A1_HUMAN,P23297,Protein S100 A1 OS Homo sapiens GN S100A1 PE 1 SV 2,155.8721,102.0904,55.2369,106.244,220.0765,122.2064,169.4122,169.3251,94.1289,94.3069,116.0509,210.7584,134.286,188.392,50.5549,115.4367,207.2406,126.9543833,40.31970349,#DIV/0!,140.8993273,35.15442279,#DIV/0!,110.9842162,HEART,PROT,HUMAN
S14L6_HUMAN,B5MCN3,Putative SEC14 like protein 6 OS Homo sapiens GN SEC14L6 PE 5 SV 1,0,0,0,0,10.7123,0,0,0,0,0,0,0,0,0,0,0,0,1.785383333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
S22AO_HUMAN,Q8N4F4,Solute carrier family 22 member 24 OS Homo sapiens GN SLC22A24 PE 2 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2096,0,0,0,#DIV/0!,#DIV/0!,0.4736,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
S2547_HUMAN,Q6Q0C1,Solute carrier family 25 member 47 OS Homo sapiens GN SLC25A47 PE 2 SV 1,0,0,0,1.3641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22735,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
S35A2_HUMAN,P78381,UDP galactose translocator OS Homo sapiens GN SLC35A2 PE 1 SV 1,0,0,2.7162,0,0,0,0,0,0,0,0,0,0,0,0,11.7363,0,0.4527,223.6067977,#DIV/0!,1.066936364,316.227766,#DIV/0!,235.6828725,HEART,PROT,HUMAN
S36A4_HUMAN,Q6YBV0,Proton coupled amino acid transporter 4 OS Homo sapiens GN SLC36A4 PE 1 SV 1,0,59.4111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.90185,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
S5A1_HUMAN,P18405,3 oxo 5 alpha steroid 4 dehydrogenase 1 OS Homo sapiens GN SRD5A1 PE 1 SV 1,0,0,0,0,0,0,0,7.9558,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.723254545,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
S72L2_HUMAN,A8MSY0,Putative RNA polymerase II subunit A C terminal domain phosphatase SSU72 like protein 2 OS Homo sapi,0,71.0721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.84535,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
SAA2_HUMAN,P0DJI9,Serum amyloid A 2 protein OS Homo sapiens GN SAA2 PE 1 SV 1,0,0,0,0,0,3.3809,0,0,0,0,0,0,0,0,0,0,0,0.563483333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
SAGE1_HUMAN,Q9NXZ1,Sarcoma antigen 1 OS Homo sapiens GN SAGE1 PE 2 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0.8928,0,0,0,0,0,#DIV/0!,#DIV/0!,0.081163636,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
SAM50_HUMAN,Q9Y512,Sorting and assembly machinery component 50 homolog OS Homo sapiens GN SAMM50 PE 1 SV 3,0,2.5643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427383333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
SAMP_HUMAN,P02743,Serum amyloid P component OS Homo sapiens GN APCS PE 1 SV 2,0,0,25.0227,0,0,0,37.2425,0,0,0,0,0,0,28.6546,3.3431,0,35.8478,4.17045,223.6067977,#DIV/0!,9.553454545,157.814176,#DIV/0!,229.0749091,HEART,PROT,HUMAN
SAP_HUMAN,P07602,Proactivator polypeptide OS Homo sapiens GN PSAP PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,12.358,0,0,0,0,0,#DIV/0!,#DIV/0!,1.123454545,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
SAPC2_HUMAN,Q86UD0,Suppressor APC domain containing protein 2 OS Homo sapiens GN SAPCD2 PE 2 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.642,0,0,0,#DIV/0!,#DIV/0!,0.876545455,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
SARNP_HUMAN,P82979,SAP domain containing ribonucleoprotein OS Homo sapiens GN SARNP PE 1 SV 3,0,0,0,0,0,0,0,0,0,0,1.9395,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.176318182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
SATB1_HUMAN,Q01826,DNA binding protein SATB1 OS Homo sapiens GN SATB1 PE 1 SV 1,0,0,0,2.8159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469316667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
SBP1_HUMAN,Q13228,Selenium binding protein 1 OS Homo sapiens GN SELENBP1 PE 1 SV 2,15.8264,8.8601,0,0,132.5063,8.784,0,0,0,20.0814,0,0,0,41.5498,3.019,0,105.3659,27.6628,170.6621945,#DIV/0!,15.45600909,200.9669615,#DIV/0!,55.87290184,HEART,PROT,HUMAN
SCLT1_HUMAN,Q96NL6,Sodium channel and clathrin linker 1 OS Homo sapiens GN SCLT1 PE 1 SV 2,0,0,0,0,0,0,0,119.8498,0,62.0036,0,0,91.2581,0,0,0,0,0,#DIV/0!,#DIV/0!,24.82831818,170.6872399,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
SCML1_HUMAN,Q9UN30,Sex comb on midleg like protein 1 OS Homo sapiens GN SCML1 PE 1 SV 2,0,0,0,0,0,0,0.9002,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.081836364,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
SCML2_HUMAN,Q9UQR0,Sex comb on midleg like protein 2 OS Homo sapiens GN SCML2 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,39.8415,0,0,0,0,0,0,#DIV/0!,#DIV/0!,3.621954545,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
SCNNA_HUMAN,P37088,Amiloride sensitive sodium channel subunit alpha OS Homo sapiens GN SCNN1A PE 1 SV 1,0,0,12.4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0744,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
SCOT1_HUMAN,P55809,Succinyl CoA 3 ketoacid coenzyme A transferase 1 mitochondrial OS Homo sapiens GN OXCT1 PE 1 SV 1,330.3504,65.6324,47.5222,91.3354,108.6946,196.3409,61.7264,154.1464,66.1246,341.4629,228.0071,73.3757,93.3513,41.5792,53.5471,143.2292,101.8269,139.9793167,69.53154851,#DIV/0!,123.4888,70.07096364,#DIV/0!,88.21931907,HEART,PROT,HUMAN
SCRN1_HUMAN,Q12765,Secernin 1 OS Homo sapiens GN SCRN1 PE 1 SV 2,0,0,0,0,0,0,11.1647,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.014972727,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
SDCG3_HUMAN,Q96C92,Serologically defined colon cancer antigen 3 OS Homo sapiens GN SDCCAG3 PE 1 SV 3,0,0,0,0,0,0,0,9.4169,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.856081818,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
SDHF2_HUMAN,Q9NX18,Succinate dehydrogenase assembly factor 2 mitochondrial OS Homo sapiens GN SDHAF2 PE 1 SV 1,0,0,0,0,0,0,0.9172,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.083381818,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
SEC63_HUMAN,Q9UGP8,Translocation protein SEC63 homolog OS Homo sapiens GN SEC63 PE 1 SV 2,0,2.0493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34155,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
SEH1_HUMAN,Q96EE3,Nucleoporin SEH1 OS Homo sapiens GN SEH1L PE 1 SV 3,0,0,0,0,0,0,0,0,0,0,2.5122,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.228381818,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
SELV_HUMAN,P59797,Selenoprotein V OS Homo sapiens GN SELV PE 2 SV 2,7.3533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22555,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
SEM6A_HUMAN,Q9H2E6,Semaphorin 6A OS Homo sapiens GN SEMA6A PE 1 SV 2,0,0,0,0,0,2.3407,0,0,0,0,0,0,0,0,0,0,0,0.390116667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
SEP14_HUMAN,Q6ZU15,Septin 14 OS Homo sapiens GN SEPT14 PE 1 SV 2,0,0,0,0,0,14.5976,0,0,0,0,2.9799,0,0,0,0,0,0,2.432933333,223.6067977,#DIV/0!,0.2709,316.227766,#DIV/0!,11.13470708,HEART,PROT,HUMAN
SEPT1_HUMAN,Q8WYJ6,Septin 1 OS Homo sapiens GN SEPT1 PE 1 SV 2,3.999,0,0,0,1.8014,0,0,0,0,0,0,0,0,0,0,0,0,0.966733333,155.9047271,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
SEPT2_HUMAN,Q15019,Septin 2 OS Homo sapiens GN SEPT2 PE 1 SV 1,0,4.164,0,0,0,0,0,0,0,0,0,0,0,2.0811,0,0,0,0.694,223.6067977,#DIV/0!,0.189190909,316.227766,#DIV/0!,27.26093791,HEART,PROT,HUMAN
SEPT9_HUMAN,Q9UHD8,Septin 9 OS Homo sapiens GN SEPT9 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,2.2827,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.207518182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
SETD8_HUMAN,Q9NQR1,N lysine methyltransferase SETD8 OS Homo sapiens GN SETD8 PE 1 SV 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5821,0,#DIV/0!,#DIV/0!,0.8711,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
SETX_HUMAN,Q7Z333,Probable helicase senataxin OS Homo sapiens GN SETX PE 1 SV 4,0,0,0,0,0,0,0,0,2.9045,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.264045455,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
SFXN3_HUMAN,Q9BWM7,Sideroflexin 3 OS Homo sapiens GN SFXN3 PE 2 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2431,0,#DIV/0!,#DIV/0!,0.113009091,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
SGCZ_HUMAN,Q96LD1,Zeta sarcoglycan OS Homo sapiens GN SGCZ PE 2 SV 1,0,0,0,0,0,0,0,0,0.6066,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.055145455,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
SH3L1_HUMAN,O75368,SH3 domain binding glutamic acid rich like protein OS Homo sapiens GN SH3BGRL PE 1 SV 1,0,0,0,0,7.9372,0,0,0,0,0,0,0,0,0,0,0,0,1.322866667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
SHCBP_HUMAN,Q8NEM2,SHC SH2 domain binding protein 1 OS Homo sapiens GN SHCBP1 PE 1 SV 3,0,0,0,0,0,0,0,0,6.4739,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.588536364,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
SHOX_HUMAN,O15266,Short stature homeobox protein OS Homo sapiens GN SHOX PE 1 SV 1,14.4355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.405916667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
SIA7F_HUMAN,Q969X2,Alpha N acetylgalactosaminide alpha 2 6 sialyltransferase 6 OS Homo sapiens GN ST6GALNAC6 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,103.7329,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,9.430263636,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
SIAT1_HUMAN,P15907,Beta galactoside alpha 2 6 sialyltransferase 1 OS Homo sapiens GN ST6GAL1 PE 1 SV 1,0,0,0,15.2114,0,0,0,0,0,0,0,0,0,0,0,0,0,2.535233333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
SIRB1_HUMAN,O00241,Signal regulatory protein beta 1 OS Homo sapiens GN SIRPB1 PE 1 SV 5,0,0,0,4.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783166667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
SIT1_HUMAN,Q9Y3P8,Signaling threshold regulating transmembrane adapter 1 OS Homo sapiens GN SIT1 PE 1 SV 1,0,0,0,0,0,0,4.3617,0,0,0,0,6.7529,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.010418182,218.0497595,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
SIX6_HUMAN,O95475,Homeobox protein SIX6 OS Homo sapiens GN SIX6 PE 1 SV 2,0,0,0,0,0,0,0,0,3.4301,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.311827273,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
SKP2_HUMAN,Q13309,S phase kinase associated protein 2 OS Homo sapiens GN SKP2 PE 1 SV 2,0,24.8826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1471,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
